CellLine,TissueOrigin,rail_id,external_id,study,BigWigURL
MCAS,OVARY,2288382,SRR8615757,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/57/sra.base_sums.SRP186687_SRR8615757.ALL.bw
MCF7,BREAST,2288412,SRR8615758,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/58/sra.base_sums.SRP186687_SRR8615758.ALL.bw
MALME3M,SKIN,2288441,SRR8615759,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/59/sra.base_sums.SRP186687_SRR8615759.ALL.bw
MC116,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2288664,SRR8615760,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/60/sra.base_sums.SRP186687_SRR8615760.ALL.bw
M059K,CENTRAL_NERVOUS_SYSTEM,2288697,SRR8615761,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/61/sra.base_sums.SRP186687_SRR8615761.ALL.bw
M07E,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2288730,SRR8615762,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/62/sra.base_sums.SRP186687_SRR8615762.ALL.bw
SW1353,BONE,2288761,SRR8615763,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/63/sra.base_sums.SRP186687_SRR8615763.ALL.bw
NCIH1930,LUNG,2288795,SRR8615764,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/64/sra.base_sums.SRP186687_SRR8615764.ALL.bw
PANC0403,PANCREAS,2288828,SRR8615765,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/65/sra.base_sums.SRP186687_SRR8615765.ALL.bw
MDAMB231,BREAST,2288892,SRR8615767,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/67/sra.base_sums.SRP186687_SRR8615767.ALL.bw
BFTC905,URINARY_TRACT,2288926,SRR8615768,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/68/sra.base_sums.SRP186687_SRR8615768.ALL.bw
BFTC909,KIDNEY,2288957,SRR8615769,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/69/sra.base_sums.SRP186687_SRR8615769.ALL.bw
BDCM,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2289179,SRR8615770,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/70/sra.base_sums.SRP186687_SRR8615770.ALL.bw
BEN,LUNG,2289211,SRR8615771,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/71/sra.base_sums.SRP186687_SRR8615771.ALL.bw
BCP1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2289245,SRR8615772,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/72/sra.base_sums.SRP186687_SRR8615772.ALL.bw
BCPAP,THYROID,2289276,SRR8615773,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/73/sra.base_sums.SRP186687_SRR8615773.ALL.bw
AU565,BREAST,2289310,SRR8615774,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/74/sra.base_sums.SRP186687_SRR8615774.ALL.bw
BC3C,URINARY_TRACT,2289343,SRR8615775,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/75/sra.base_sums.SRP186687_SRR8615775.ALL.bw
BHT101,THYROID,4578720,SRR8615776,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/76/sra.base_sums.SRP186687_SRR8615776.ALL.bw
BHY,UPPER_AERODIGESTIVE_TRACT,4578784,SRR8615777,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/77/sra.base_sums.SRP186687_SRR8615777.ALL.bw
HS695T,SKIN,4578849,SRR8615778,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/78/sra.base_sums.SRP186687_SRR8615778.ALL.bw
HS698T,FIBROBLAST,4578912,SRR8615779,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/79/sra.base_sums.SRP186687_SRR8615779.ALL.bw
HS706T,BONE,4579360,SRR8615780,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/80/sra.base_sums.SRP186687_SRR8615780.ALL.bw
HS729,SOFT_TISSUE,2289725,SRR8615781,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/81/sra.base_sums.SRP186687_SRR8615781.ALL.bw
HS618T,FIBROBLAST,2289758,SRR8615782,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/82/sra.base_sums.SRP186687_SRR8615782.ALL.bw
HS675T,FIBROBLAST,2289788,SRR8615783,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/83/sra.base_sums.SRP186687_SRR8615783.ALL.bw
HS683,CENTRAL_NERVOUS_SYSTEM,2289819,SRR8615784,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/84/sra.base_sums.SRP186687_SRR8615784.ALL.bw
HS688AT,FIBROBLAST,2289851,SRR8615785,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/85/sra.base_sums.SRP186687_SRR8615785.ALL.bw
COLO792,SKIN,2289884,SRR8615786,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/86/sra.base_sums.SRP186687_SRR8615786.ALL.bw
COLO783,SKIN,2289917,SRR8615787,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/87/sra.base_sums.SRP186687_SRR8615787.ALL.bw
COLO741,SKIN,2289951,SRR8615788,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/88/sra.base_sums.SRP186687_SRR8615788.ALL.bw
COLO684,ENDOMETRIUM,2289983,SRR8615789,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/89/sra.base_sums.SRP186687_SRR8615789.ALL.bw
HS737T,FIBROBLAST,4580386,SRR8615790,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/90/sra.base_sums.SRP186687_SRR8615790.ALL.bw
HS739T,FIBROBLAST,2290238,SRR8615791,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/91/sra.base_sums.SRP186687_SRR8615791.ALL.bw
COLO678,LARGE_INTESTINE,2290271,SRR8615792,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/92/sra.base_sums.SRP186687_SRR8615792.ALL.bw
COLO668,LUNG,2290303,SRR8615793,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/93/sra.base_sums.SRP186687_SRR8615793.ALL.bw
NCIH2077,LUNG,2290334,SRR8615794,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/94/sra.base_sums.SRP186687_SRR8615794.ALL.bw
PATU8988S,PANCREAS,2290367,SRR8615795,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/95/sra.base_sums.SRP186687_SRR8615795.ALL.bw
NCIH2085,LUNG,2290399,SRR8615796,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/96/sra.base_sums.SRP186687_SRR8615796.ALL.bw
RERFLCSQ1,LUNG,2290430,SRR8615797,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/97/sra.base_sums.SRP186687_SRR8615797.ALL.bw
NCIH522,LUNG,2290462,SRR8615798,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/98/sra.base_sums.SRP186687_SRR8615798.ALL.bw
NCIH520,LUNG,2290494,SRR8615799,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/99/sra.base_sums.SRP186687_SRR8615799.ALL.bw
RH41,SOFT_TISSUE,2293787,SRR8615800,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8615800.ALL.bw
RI1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2293820,SRR8615801,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8615801.ALL.bw
NCIH2087,LUNG,2293851,SRR8615802,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8615802.ALL.bw
RKO,LARGE_INTESTINE,2293881,SRR8615803,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8615803.ALL.bw
NCIH441,LUNG,2293914,SRR8615804,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8615804.ALL.bw
NCIH358,LUNG,2293945,SRR8615805,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8615805.ALL.bw
NCIH3255,LUNG,2293976,SRR8615806,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8615806.ALL.bw
NCIH322,LUNG,2294008,SRR8615807,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8615807.ALL.bw
NCIH510,LUNG,2294041,SRR8615808,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8615808.ALL.bw
NCIH508,LARGE_INTESTINE,2294074,SRR8615809,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8615809.ALL.bw
NCIH460,LUNG,2294301,SRR8615810,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8615810.ALL.bw
NCIH446,LUNG,2294335,SRR8615811,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8615811.ALL.bw
T47D,BREAST,4588705,SRR8615812,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8615812.ALL.bw
NCIH2122,LUNG,4588769,SRR8615813,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8615813.ALL.bw
NCIH2126,LUNG,4588833,SRR8615814,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8615814.ALL.bw
HCC1438,LUNG,4588898,SRR8615815,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8615815.ALL.bw
HCC1428,BREAST,4588961,SRR8615816,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8615816.ALL.bw
HCC1187,BREAST,4589025,SRR8615817,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8615817.ALL.bw
HCC1171,LUNG,4589090,SRR8615818,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8615818.ALL.bw
HCC1143,BREAST,4589156,SRR8615819,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8615819.ALL.bw
HARA,LUNG,4589605,SRR8615820,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/20/sra.base_sums.SRP186687_SRR8615820.ALL.bw
HCC1419,BREAST,4589669,SRR8615821,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/21/sra.base_sums.SRP186687_SRR8615821.ALL.bw
HCC1395,BREAST,4589731,SRR8615822,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/22/sra.base_sums.SRP186687_SRR8615822.ALL.bw
HCC1359,LUNG,4589797,SRR8615823,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/23/sra.base_sums.SRP186687_SRR8615823.ALL.bw
TCCPAN2,PANCREAS,4589925,SRR8615825,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/25/sra.base_sums.SRP186687_SRR8615825.ALL.bw
TCCSUP,URINARY_TRACT,4589986,SRR8615826,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/26/sra.base_sums.SRP186687_SRR8615826.ALL.bw
TE10,OESOPHAGUS,4590049,SRR8615827,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/27/sra.base_sums.SRP186687_SRR8615827.ALL.bw
TE11,OESOPHAGUS,4590113,SRR8615828,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/28/sra.base_sums.SRP186687_SRR8615828.ALL.bw
T84,LARGE_INTESTINE,4590178,SRR8615829,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/29/sra.base_sums.SRP186687_SRR8615829.ALL.bw
T98G,CENTRAL_NERVOUS_SYSTEM,4590625,SRR8615830,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/30/sra.base_sums.SRP186687_SRR8615830.ALL.bw
TALL1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4590689,SRR8615831,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/31/sra.base_sums.SRP186687_SRR8615831.ALL.bw
TC71,BONE,2295391,SRR8615832,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/32/sra.base_sums.SRP186687_SRR8615832.ALL.bw
TE125T,FIBROBLAST,2295422,SRR8615833,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/33/sra.base_sums.SRP186687_SRR8615833.ALL.bw
TE14,OESOPHAGUS,2295454,SRR8615834,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/34/sra.base_sums.SRP186687_SRR8615834.ALL.bw
LN235,CENTRAL_NERVOUS_SYSTEM,2295485,SRR8615835,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/35/sra.base_sums.SRP186687_SRR8615835.ALL.bw
LN229,CENTRAL_NERVOUS_SYSTEM,2295516,SRR8615836,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/36/sra.base_sums.SRP186687_SRR8615836.ALL.bw
LN215,CENTRAL_NERVOUS_SYSTEM,2295549,SRR8615837,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/37/sra.base_sums.SRP186687_SRR8615837.ALL.bw
LN18,CENTRAL_NERVOUS_SYSTEM,2295578,SRR8615838,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/38/sra.base_sums.SRP186687_SRR8615838.ALL.bw
LMSU,STOMACH,2295610,SRR8615839,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/39/sra.base_sums.SRP186687_SRR8615839.ALL.bw
LK2,LUNG,2295832,SRR8615840,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/40/sra.base_sums.SRP186687_SRR8615840.ALL.bw
IM95,STOMACH,2295867,SRR8615841,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/41/sra.base_sums.SRP186687_SRR8615841.ALL.bw
IMR32,AUTONOMIC_GANGLIA,2295899,SRR8615842,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/42/sra.base_sums.SRP186687_SRR8615842.ALL.bw
IGR39,SKIN,2295928,SRR8615843,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/43/sra.base_sums.SRP186687_SRR8615843.ALL.bw
IGROV1,OVARY,2295959,SRR8615844,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/44/sra.base_sums.SRP186687_SRR8615844.ALL.bw
IGR1,SKIN,2295991,SRR8615845,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/45/sra.base_sums.SRP186687_SRR8615845.ALL.bw
IGR37,SKIN,2296022,SRR8615846,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/46/sra.base_sums.SRP186687_SRR8615846.ALL.bw
HUTU80,SMALL_INTESTINE,2296055,SRR8615847,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/47/sra.base_sums.SRP186687_SRR8615847.ALL.bw
IALM,LUNG,2296087,SRR8615848,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/48/sra.base_sums.SRP186687_SRR8615848.ALL.bw
HUT102,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2296119,SRR8615849,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/49/sra.base_sums.SRP186687_SRR8615849.ALL.bw
HUT78,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2296345,SRR8615850,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/50/sra.base_sums.SRP186687_SRR8615850.ALL.bw
SLR26,KIDNEY,2296376,SRR8615851,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/51/sra.base_sums.SRP186687_SRR8615851.ALL.bw
SW900,LUNG,2296441,SRR8615853,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/53/sra.base_sums.SRP186687_SRR8615853.ALL.bw
SW837,LARGE_INTESTINE,2296471,SRR8615854,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/54/sra.base_sums.SRP186687_SRR8615854.ALL.bw
T173,FIBROBLAST,2296503,SRR8615855,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/55/sra.base_sums.SRP186687_SRR8615855.ALL.bw
SW948,LARGE_INTESTINE,2296537,SRR8615856,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/56/sra.base_sums.SRP186687_SRR8615856.ALL.bw
T3M10,LUNG,2296571,SRR8615857,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/57/sra.base_sums.SRP186687_SRR8615857.ALL.bw
T24,URINARY_TRACT,2296603,SRR8615858,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/58/sra.base_sums.SRP186687_SRR8615858.ALL.bw
SKPNDW,BONE,2296635,SRR8615859,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/59/sra.base_sums.SRP186687_SRR8615859.ALL.bw
SKRC20,KIDNEY,2296860,SRR8615860,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/60/sra.base_sums.SRP186687_SRR8615860.ALL.bw
SKUT1,SOFT_TISSUE,2296892,SRR8615861,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/61/sra.base_sums.SRP186687_SRR8615861.ALL.bw
SLR20,KIDNEY,2296925,SRR8615862,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/62/sra.base_sums.SRP186687_SRR8615862.ALL.bw
SLR21,KIDNEY,2296956,SRR8615863,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/63/sra.base_sums.SRP186687_SRR8615863.ALL.bw
SLR23,KIDNEY,2296986,SRR8615864,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/64/sra.base_sums.SRP186687_SRR8615864.ALL.bw
SLR24,KIDNEY,2297019,SRR8615865,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/65/sra.base_sums.SRP186687_SRR8615865.ALL.bw
SLR25,KIDNEY,2297050,SRR8615866,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/66/sra.base_sums.SRP186687_SRR8615866.ALL.bw
ONS76,CENTRAL_NERVOUS_SYSTEM,2297081,SRR8615867,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/67/sra.base_sums.SRP186687_SRR8615867.ALL.bw
FTC238,THYROID,2297113,SRR8615868,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/68/sra.base_sums.SRP186687_SRR8615868.ALL.bw
FTC133,THYROID,2297144,SRR8615869,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/69/sra.base_sums.SRP186687_SRR8615869.ALL.bw
OVCAR4,OVARY,2297365,SRR8615870,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/70/sra.base_sums.SRP186687_SRR8615870.ALL.bw
OVCAR8,OVARY,2297397,SRR8615871,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/71/sra.base_sums.SRP186687_SRR8615871.ALL.bw
LN382,CENTRAL_NERVOUS_SYSTEM,2297432,SRR8615872,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/72/sra.base_sums.SRP186687_SRR8615872.ALL.bw
OV7,OVARY,2297464,SRR8615873,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/73/sra.base_sums.SRP186687_SRR8615873.ALL.bw
OV90,OVARY,2297498,SRR8615874,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/74/sra.base_sums.SRP186687_SRR8615874.ALL.bw
OUMS23,LARGE_INTESTINE,2297531,SRR8615875,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/75/sra.base_sums.SRP186687_SRR8615875.ALL.bw
OV56,OVARY,2297563,SRR8615876,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/76/sra.base_sums.SRP186687_SRR8615876.ALL.bw
OPM2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2297596,SRR8615877,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/77/sra.base_sums.SRP186687_SRR8615877.ALL.bw
OSRC2,KIDNEY,2297629,SRR8615878,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/78/sra.base_sums.SRP186687_SRR8615878.ALL.bw
OVISE,OVARY,2297660,SRR8615879,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/79/sra.base_sums.SRP186687_SRR8615879.ALL.bw
OVK18,OVARY,2297880,SRR8615880,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/80/sra.base_sums.SRP186687_SRR8615880.ALL.bw
HS863T,FIBROBLAST,2297911,SRR8615881,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/81/sra.base_sums.SRP186687_SRR8615881.ALL.bw
HS852T,SKIN,2297942,SRR8615882,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/82/sra.base_sums.SRP186687_SRR8615882.ALL.bw
HS888T,FIBROBLAST,2297972,SRR8615883,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/83/sra.base_sums.SRP186687_SRR8615883.ALL.bw
HS870T,FIBROBLAST,2298006,SRR8615884,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/84/sra.base_sums.SRP186687_SRR8615884.ALL.bw
HS934T,FIBROBLAST,2298038,SRR8615885,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/85/sra.base_sums.SRP186687_SRR8615885.ALL.bw
HS895T,FIBROBLAST,2298071,SRR8615886,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/86/sra.base_sums.SRP186687_SRR8615886.ALL.bw
HS939T,SKIN,2298103,SRR8615887,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/87/sra.base_sums.SRP186687_SRR8615887.ALL.bw
HS936T,SKIN,2298133,SRR8615888,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/88/sra.base_sums.SRP186687_SRR8615888.ALL.bw
HS944T,SKIN,2298166,SRR8615889,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/89/sra.base_sums.SRP186687_SRR8615889.ALL.bw
HS940T,FIBROBLAST,2298388,SRR8615890,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/90/sra.base_sums.SRP186687_SRR8615890.ALL.bw
HCC2157,BREAST,2298422,SRR8615891,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/91/sra.base_sums.SRP186687_SRR8615891.ALL.bw
SW579,THYROID,2298452,SRR8615892,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/92/sra.base_sums.SRP186687_SRR8615892.ALL.bw
DMS79,LUNG,2298483,SRR8615893,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/93/sra.base_sums.SRP186687_SRR8615893.ALL.bw
TUHR4TKB,KIDNEY,2298517,SRR8615894,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/94/sra.base_sums.SRP186687_SRR8615894.ALL.bw
TYKNU,OVARY,2298551,SRR8615895,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/95/sra.base_sums.SRP186687_SRR8615895.ALL.bw
U266B1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2298579,SRR8615896,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/96/sra.base_sums.SRP186687_SRR8615896.ALL.bw
HCC364,LUNG,2298610,SRR8615897,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/97/sra.base_sums.SRP186687_SRR8615897.ALL.bw
